# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down
0,1668486635.1967313,0,-0.6394557952880859,1.7726287841796875,0,0,0,0
1,1668486635.3118896,3200,-0.6394557952880859,1.7726287841796875,0,0,0.6351351141929626,1.6902624368667603
2,1668486635.3929944,6400,-0.6394557952880859,1.7726287841796875,0.6466666460037231,1.7498594522476196,0.6351351141929626,1.6902624368667603
3,1668486640.1046479,9600,-0.7659304141998291,1.693513035774231,0.6466666460037231,1.7498594522476196,0.6351351141929626,1.6902624368667603
4,1668486640.1131356,12800,-0.7659304141998291,1.693513035774231,0.6466666460037231,1.7498594522476196,0.7672531008720398,1.697556495666504
5,1668486640.1166508,16000,-0.7659304141998291,1.693513035774231,0.7698742151260376,1.7538306713104248,0.7672531008720398,1.697556495666504
6,1668486645.0956206,19200,-0.8806028366088867,1.5856475830078125,0.7698742151260376,1.7538306713104248,0.7672531008720398,1.697556495666504
7,1668486645.1529398,22400,-0.8806028366088867,1.5856475830078125,0.7698742151260376,1.7538306713104248,0.9006817936897278,1.4733272790908813
8,1668486645.351091,25600,-0.8806028366088867,1.5856475830078125,0.9032838344573975,1.6152108907699585,0.9006817936897278,1.4733272790908813
9,1668486649.4557085,28800,-0.972356915473938,1.0296310186386108,0.9032838344573975,1.6152108907699585,0.9006817936897278,1.4733272790908813
10,1668486649.6029086,32000,-0.972356915473938,1.0296310186386108,0.9032838344573975,1.6152108907699585,0.9748071432113647,1.1438943147659302
11,1668486649.7707098,35200,-0.972356915473938,1.0296310186386108,0.9760739803314209,1.2892128229141235,0.9748071432113647,1.1438943147659302
12,1668486654.344876,38400,-1.0370521545410156,0.5242019891738892,0.9760739803314209,1.2892128229141235,0.9748071432113647,1.1438943147659302
13,1668486654.4548585,41600,-1.0370521545410156,0.5242019891738892,0.9760739803314209,1.2892128229141235,1.0379369258880615,0.5654670000076294
14,1668486654.7517815,44800,-1.0370521545410156,0.5242019891738892,1.0393956899642944,0.5780551433563232,1.0379369258880615,0.5654670000076294
15,1668486658.7430942,48000,-1.0921416282653809,0.6951316595077515,1.0393956899642944,0.5780551433563232,1.0379369258880615,0.5654670000076294
16,1668486658.8440928,51200,-1.0921416282653809,0.6951316595077515,1.0393956899642944,0.5780551433563232,1.0944448709487915,0.8093699812889099
17,1668486659.2390976,54400,-1.0921416282653809,0.6951316595077515,1.0963835716247559,0.7561444044113159,1.0944448709487915,0.8093699812889099
18,1668486663.2427385,57600,-1.1350587606430054,1.1300902366638184,1.0963835716247559,0.7561444044113159,1.0944448709487915,0.8093699812889099
19,1668486663.348562,60800,-1.1350587606430054,1.1300902366638184,1.0963835716247559,0.7561444044113159,1.1399846076965332,1.1873717308044434
20,1668486663.8003356,64000,-1.1350587606430054,1.1300902366638184,1.142764925956726,1.1921497583389282,1.1399846076965332,1.1873717308044434
21,1668486668.1473637,67200,-1.1695598363876343,0.5359002947807312,1.142764925956726,1.1921497583389282,1.1399846076965332,1.1873717308044434
22,1668486668.2149994,70400,-1.1695598363876343,0.5359002947807312,1.142764925956726,1.1921497583389282,1.1712069511413574,0.5391263365745544
23,1668486668.681684,73600,-1.1695598363876343,0.5359002947807312,1.1705074310302734,0.4706922173500061,1.1712069511413574,0.5391263365745544
24,1668486672.6934528,76800,-1.186744213104248,0.33722546696662903,1.1705074310302734,0.4706922173500061,1.1712069511413574,0.5391263365745544
25,1668486672.7461114,80000,-1.186744213104248,0.33722546696662903,1.1705074310302734,0.4706922173500061,1.1882082223892212,0.36439141631126404
